Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1745105256;3;3
0xfe;2;6;1745105266;3;3
0xfe;1;6;1745105276;3;3
0xfe;2;6;1745105286;3;3
0xfe;1;6;1745105296;3;3
0xfe;2;6;1745105306;3;3
0xfe;1;6;1745105316;3;3
0xfe;2;6;1745105326;3;3
0xfe;1;6;1745105336;3;3
0xfe;2;6;1745105346;3;3
0xfe;1;6;1745105356;3;3
0xfe;2;6;1745105366;3;3
0xfe;1;6;1745105376;3;3
0xfe;2;6;1745105386;3;3
0xfe;1;6;1745105396;3;3
0xfe;2;6;1745105406;3;3
0xfe;1;6;1745105416;3;3
0xfe;2;6;1745105426;3;3
0xfe;1;6;1745105436;3;3
0xfe;2;6;1745105446;3;3
0xfe;1;6;1745105456;3;3
0xfe;2;6;1745105466;3;3
0xfe;1;6;1745105476;3;3
0xfe;2;6;1745105486;3;3
0xfe;1;6;1745105496;3;3
0xfe;2;6;1745105506;3;3
0xfe;1;6;1745105516;3;3
0xfe;2;6;1745105526;3;3
0xfe;1;6;1745105536;3;3
0xfe;2;6;1745105546;3;3
