Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1747733556;3;3
0xfe;2;6;1747733566;3;3
0xfe;1;6;1747733576;3;3
0xfe;2;6;1747733586;3;3
0xfe;1;6;1747733596;3;3
0xfe;2;6;1747733606;3;3
0xfe;1;6;1747733616;3;3
0xfe;2;6;1747733626;3;3
0xfe;1;6;1747733636;3;3
0xfe;2;6;1747733646;3;3
0xfe;1;6;1747733656;3;3
0xfe;2;6;1747733666;3;3
0xfe;1;6;1747733676;3;3
0xfe;2;6;1747733686;3;3
0xfe;1;6;1747733696;3;3
0xfe;2;6;1747733706;3;3
0xfe;1;6;1747733716;3;3
0xfe;2;6;1747733726;3;3
0xfe;1;6;1747733736;3;3
0xfe;2;6;1747733746;3;3
0xfe;1;6;1747733756;3;3
0xfe;2;6;1747733766;3;3
0xfe;1;6;1747733776;3;3
0xfe;2;6;1747733786;3;3
0xfe;1;6;1747733796;3;3
0xfe;2;6;1747733806;3;3
0xfe;1;6;1747733816;3;3
0xfe;2;6;1747733826;3;3
0xfe;1;6;1747733836;3;3
0xfe;2;6;1747733846;3;3
