Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1750556256;3;3
0xfe;2;6;1750556266;3;3
0xfe;1;6;1750556276;3;3
0xfe;2;6;1750556286;3;3
0xfe;1;6;1750556296;3;3
0xfe;2;6;1750556306;3;3
0xfe;1;6;1750556316;3;3
0xfe;2;6;1750556326;3;3
0xfe;1;6;1750556336;3;3
0xfe;2;6;1750556346;3;3
0xfe;1;6;1750556356;3;3
0xfe;2;6;1750556366;3;3
0xfe;1;6;1750556376;3;3
0xfe;2;6;1750556386;3;3
0xfe;1;6;1750556396;3;3
0xfe;2;6;1750556406;3;3
0xfe;1;6;1750556416;3;3
0xfe;2;6;1750556426;3;3
0xfe;1;6;1750556436;3;3
0xfe;2;6;1750556446;3;3
0xfe;1;6;1750556456;3;3
0xfe;2;6;1750556466;3;3
0xfe;1;6;1750556476;3;3
0xfe;2;6;1750556486;3;3
0xfe;1;6;1750556496;3;3
0xfe;2;6;1750556506;3;3
0xfe;1;6;1750556516;3;3
0xfe;2;6;1750556526;3;3
0xfe;1;6;1750556536;3;3
0xfe;2;6;1750556546;3;3
