Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1748429256;3;3
0xfe;2;6;1748429266;3;3
0xfe;1;6;1748429276;3;3
0xfe;2;6;1748429286;3;3
0xfe;1;6;1748429296;3;3
0xfe;2;6;1748429306;3;3
0xfe;1;6;1748429316;3;3
0xfe;2;6;1748429326;3;3
0xfe;1;6;1748429336;3;3
0xfe;2;6;1748429346;3;3
0xfe;1;6;1748429356;3;3
0xfe;2;6;1748429366;3;3
0xfe;1;6;1748429376;3;3
0xfe;2;6;1748429386;3;3
0xfe;1;6;1748429396;3;3
0xfe;2;6;1748429406;3;3
0xfe;1;6;1748429416;3;3
0xfe;2;6;1748429426;3;3
0xfe;1;6;1748429436;3;3
0xfe;2;6;1748429446;3;3
0xfe;1;6;1748429456;3;3
0xfe;2;6;1748429466;3;3
0xfe;1;6;1748429476;3;3
0xfe;2;6;1748429486;3;3
0xfe;1;6;1748429496;3;3
0xfe;2;6;1748429506;3;3
0xfe;1;6;1748429516;3;3
0xfe;2;6;1748429526;3;3
0xfe;1;6;1748429536;3;3
0xfe;2;6;1748429546;3;3
