Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1746341556;3;3
0xfe;2;6;1746341566;3;3
0xfe;1;6;1746341576;3;3
0xfe;2;6;1746341586;3;3
0xfe;1;6;1746341596;3;3
0xfe;2;6;1746341606;3;3
0xfe;1;6;1746341616;3;3
0xfe;2;6;1746341626;3;3
0xfe;1;6;1746341636;3;3
0xfe;2;6;1746341646;3;3
0xfe;1;6;1746341656;3;3
0xfe;2;6;1746341666;3;3
0xfe;1;6;1746341676;3;3
0xfe;2;6;1746341686;3;3
0xfe;1;6;1746341696;3;3
0xfe;2;6;1746341706;3;3
0xfe;1;6;1746341716;3;3
0xfe;2;6;1746341726;3;3
0xfe;1;6;1746341736;3;3
0xfe;2;6;1746341746;3;3
0xfe;1;6;1746341756;3;3
0xfe;2;6;1746341766;3;3
0xfe;1;6;1746341776;3;3
0xfe;2;6;1746341786;3;3
0xfe;1;6;1746341796;3;3
0xfe;2;6;1746341806;3;3
0xfe;1;6;1746341816;3;3
0xfe;2;6;1746341826;3;3
0xfe;1;6;1746341836;3;3
0xfe;2;6;1746341846;3;3
