Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1744957956;3;3
0xfe;2;6;1744957966;3;3
0xfe;1;6;1744957976;3;3
0xfe;2;6;1744957986;3;3
0xfe;1;6;1744957996;3;3
0xfe;2;6;1744958006;3;3
0xfe;1;6;1744958016;3;3
0xfe;2;6;1744958026;3;3
0xfe;1;6;1744958036;3;3
0xfe;2;6;1744958046;3;3
0xfe;1;6;1744958056;3;3
0xfe;2;6;1744958066;3;3
0xfe;1;6;1744958076;3;3
0xfe;2;6;1744958086;3;3
0xfe;1;6;1744958096;3;3
0xfe;2;6;1744958106;3;3
0xfe;1;6;1744958116;3;3
0xfe;2;6;1744958126;3;3
0xfe;1;6;1744958136;3;3
0xfe;2;6;1744958146;3;3
0xfe;1;6;1744958156;3;3
0xfe;2;6;1744958166;3;3
0xfe;1;6;1744958176;3;3
0xfe;2;6;1744958186;3;3
0xfe;1;6;1744958196;3;3
0xfe;2;6;1744958206;3;3
0xfe;1;6;1744958216;3;3
0xfe;2;6;1744958226;3;3
0xfe;1;6;1744958236;3;3
0xfe;2;6;1744958246;3;3
