Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1749687456;3;3
0xfe;2;6;1749687466;3;3
0xfe;1;6;1749687476;3;3
0xfe;2;6;1749687486;3;3
0xfe;1;6;1749687496;3;3
0xfe;2;6;1749687506;3;3
0xfe;1;6;1749687516;3;3
0xfe;2;6;1749687526;3;3
0xfe;1;6;1749687536;3;3
0xfe;2;6;1749687546;3;3
0xfe;1;6;1749687556;3;3
0xfe;2;6;1749687566;3;3
0xfe;1;6;1749687576;3;3
0xfe;2;6;1749687586;3;3
0xfe;1;6;1749687596;3;3
0xfe;2;6;1749687606;3;3
0xfe;1;6;1749687616;3;3
0xfe;2;6;1749687626;3;3
0xfe;1;6;1749687636;3;3
0xfe;2;6;1749687646;3;3
0xfe;1;6;1749687656;3;3
0xfe;2;6;1749687666;3;3
0xfe;1;6;1749687676;3;3
0xfe;2;6;1749687686;3;3
0xfe;1;6;1749687696;3;3
0xfe;2;6;1749687706;3;3
0xfe;1;6;1749687716;3;3
0xfe;2;6;1749687726;3;3
0xfe;1;6;1749687736;3;3
0xfe;2;6;1749687746;3;3
