Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1746480756;3;3
0xfe;2;6;1746480766;3;3
0xfe;1;6;1746480776;3;3
0xfe;2;6;1746480786;3;3
0xfe;1;6;1746480796;3;3
0xfe;2;6;1746480806;3;3
0xfe;1;6;1746480816;3;3
0xfe;2;6;1746480826;3;3
0xfe;1;6;1746480836;3;3
0xfe;2;6;1746480846;3;3
0xfe;1;6;1746480856;3;3
0xfe;2;6;1746480866;3;3
0xfe;1;6;1746480876;3;3
0xfe;2;6;1746480886;3;3
0xfe;1;6;1746480896;3;3
0xfe;2;6;1746480906;3;3
0xfe;1;6;1746480916;3;3
0xfe;2;6;1746480926;3;3
0xfe;1;6;1746480936;3;3
0xfe;2;6;1746480946;3;3
0xfe;1;6;1746480956;3;3
0xfe;2;6;1746480966;3;3
0xfe;1;6;1746480976;3;3
0xfe;2;6;1746480986;3;3
0xfe;1;6;1746480996;3;3
0xfe;2;6;1746481006;3;3
0xfe;1;6;1746481016;3;3
0xfe;2;6;1746481026;3;3
0xfe;1;6;1746481036;3;3
0xfe;2;6;1746481046;3;3
