Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1754294556;3;3
0xfe;2;6;1754294566;3;3
0xfe;1;6;1754294576;3;3
0xfe;2;6;1754294586;3;3
0xfe;1;6;1754294596;3;3
0xfe;2;6;1754294606;3;3
0xfe;1;6;1754294616;3;3
0xfe;2;6;1754294626;3;3
0xfe;1;6;1754294636;3;3
0xfe;2;6;1754294646;3;3
0xfe;1;6;1754294656;3;3
0xfe;2;6;1754294666;3;3
0xfe;1;6;1754294676;3;3
0xfe;2;6;1754294686;3;3
0xfe;1;6;1754294696;3;3
0xfe;2;6;1754294706;3;3
0xfe;1;6;1754294716;3;3
0xfe;2;6;1754294726;3;3
0xfe;1;6;1754294736;3;3
0xfe;2;6;1754294746;3;3
0xfe;1;6;1754294756;3;3
0xfe;2;6;1754294766;3;3
0xfe;1;6;1754294776;3;3
0xfe;2;6;1754294786;3;3
0xfe;1;6;1754294796;3;3
0xfe;2;6;1754294806;3;3
0xfe;1;6;1754294816;3;3
0xfe;2;6;1754294826;3;3
0xfe;1;6;1754294836;3;3
0xfe;2;6;1754294846;3;3
