Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1752159756;3;3
0xfe;2;6;1752159766;3;3
0xfe;1;6;1752159776;3;3
0xfe;2;6;1752159786;3;3
0xfe;1;6;1752159796;3;3
0xfe;2;6;1752159806;3;3
0xfe;1;6;1752159816;3;3
0xfe;2;6;1752159826;3;3
0xfe;1;6;1752159836;3;3
0xfe;2;6;1752159846;3;3
0xfe;1;6;1752159856;3;3
0xfe;2;6;1752159866;3;3
0xfe;1;6;1752159876;3;3
0xfe;2;6;1752159886;3;3
0xfe;1;6;1752159896;3;3
0xfe;2;6;1752159906;3;3
0xfe;1;6;1752159916;3;3
0xfe;2;6;1752159926;3;3
0xfe;1;6;1752159936;3;3
0xfe;2;6;1752159946;3;3
0xfe;1;6;1752159956;3;3
0xfe;2;6;1752159966;3;3
0xfe;1;6;1752159976;3;3
0xfe;2;6;1752159986;3;3
0xfe;1;6;1752159996;3;3
0xfe;2;6;1752160006;3;3
0xfe;1;6;1752160016;3;3
0xfe;2;6;1752160026;3;3
0xfe;1;6;1752160036;3;3
0xfe;2;6;1752160046;3;3
