Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1751385156;3;3
0xfe;2;6;1751385166;3;3
0xfe;1;6;1751385176;3;3
0xfe;2;6;1751385186;3;3
0xfe;1;6;1751385196;3;3
0xfe;2;6;1751385206;3;3
0xfe;1;6;1751385216;3;3
0xfe;2;6;1751385226;3;3
0xfe;1;6;1751385236;3;3
0xfe;2;6;1751385246;3;3
0xfe;1;6;1751385256;3;3
0xfe;2;6;1751385266;3;3
0xfe;1;6;1751385276;3;3
0xfe;2;6;1751385286;3;3
0xfe;1;6;1751385296;3;3
0xfe;2;6;1751385306;3;3
0xfe;1;6;1751385316;3;3
0xfe;2;6;1751385326;3;3
0xfe;1;6;1751385336;3;3
0xfe;2;6;1751385346;3;3
0xfe;1;6;1751385356;3;3
0xfe;2;6;1751385366;3;3
0xfe;1;6;1751385376;3;3
0xfe;2;6;1751385386;3;3
0xfe;1;6;1751385396;3;3
0xfe;2;6;1751385406;3;3
0xfe;1;6;1751385416;3;3
0xfe;2;6;1751385426;3;3
0xfe;1;6;1751385436;3;3
0xfe;2;6;1751385446;3;3
