Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1752655056;3;3
0xfe;2;6;1752655066;3;3
0xfe;1;6;1752655076;3;3
0xfe;2;6;1752655086;3;3
0xfe;1;6;1752655096;3;3
0xfe;2;6;1752655106;3;3
0xfe;1;6;1752655116;3;3
0xfe;2;6;1752655126;3;3
0xfe;1;6;1752655136;3;3
0xfe;2;6;1752655146;3;3
0xfe;1;6;1752655156;3;3
0xfe;2;6;1752655166;3;3
0xfe;1;6;1752655176;3;3
0xfe;2;6;1752655186;3;3
0xfe;1;6;1752655196;3;3
0xfe;2;6;1752655206;3;3
0xfe;1;6;1752655216;3;3
0xfe;2;6;1752655226;3;3
0xfe;1;6;1752655236;3;3
0xfe;2;6;1752655246;3;3
0xfe;1;6;1752655256;3;3
0xfe;2;6;1752655266;3;3
0xfe;1;6;1752655276;3;3
0xfe;2;6;1752655286;3;3
0xfe;1;6;1752655296;3;3
0xfe;2;6;1752655306;3;3
0xfe;1;6;1752655316;3;3
0xfe;2;6;1752655326;3;3
0xfe;1;6;1752655336;3;3
0xfe;2;6;1752655346;3;3
