Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1747880256;3;3
0xfe;2;6;1747880266;3;3
0xfe;1;6;1747880276;3;3
0xfe;2;6;1747880286;3;3
0xfe;1;6;1747880296;3;3
0xfe;2;6;1747880306;3;3
0xfe;1;6;1747880316;3;3
0xfe;2;6;1747880326;3;3
0xfe;1;6;1747880336;3;3
0xfe;2;6;1747880346;3;3
0xfe;1;6;1747880356;3;3
0xfe;2;6;1747880366;3;3
0xfe;1;6;1747880376;3;3
0xfe;2;6;1747880386;3;3
0xfe;1;6;1747880396;3;3
0xfe;2;6;1747880406;3;3
0xfe;1;6;1747880416;3;3
0xfe;2;6;1747880426;3;3
0xfe;1;6;1747880436;3;3
0xfe;2;6;1747880446;3;3
0xfe;1;6;1747880456;3;3
0xfe;2;6;1747880466;3;3
0xfe;1;6;1747880476;3;3
0xfe;2;6;1747880486;3;3
0xfe;1;6;1747880496;3;3
0xfe;2;6;1747880506;3;3
0xfe;1;6;1747880516;3;3
0xfe;2;6;1747880526;3;3
0xfe;1;6;1747880536;3;3
0xfe;2;6;1747880546;3;3
