Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1752346356;3;3
0xfe;2;6;1752346366;3;3
0xfe;1;6;1752346376;3;3
0xfe;2;6;1752346386;3;3
0xfe;1;6;1752346396;3;3
0xfe;2;6;1752346406;3;3
0xfe;1;6;1752346416;3;3
0xfe;2;6;1752346426;3;3
0xfe;1;6;1752346436;3;3
0xfe;2;6;1752346446;3;3
0xfe;1;6;1752346456;3;3
0xfe;2;6;1752346466;3;3
0xfe;1;6;1752346476;3;3
0xfe;2;6;1752346486;3;3
0xfe;1;6;1752346496;3;3
0xfe;2;6;1752346506;3;3
0xfe;1;6;1752346516;3;3
0xfe;2;6;1752346526;3;3
0xfe;1;6;1752346536;3;3
0xfe;2;6;1752346546;3;3
0xfe;1;6;1752346556;3;3
0xfe;2;6;1752346566;3;3
0xfe;1;6;1752346576;3;3
0xfe;2;6;1752346586;3;3
0xfe;1;6;1752346596;3;3
0xfe;2;6;1752346606;3;3
0xfe;1;6;1752346616;3;3
0xfe;2;6;1752346626;3;3
0xfe;1;6;1752346636;3;3
0xfe;2;6;1752346646;3;3
