Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1749796656;3;3
0xfe;2;6;1749796666;3;3
0xfe;1;6;1749796676;3;3
0xfe;2;6;1749796686;3;3
0xfe;1;6;1749796696;3;3
0xfe;2;6;1749796706;3;3
0xfe;1;6;1749796716;3;3
0xfe;2;6;1749796726;3;3
0xfe;1;6;1749796736;3;3
0xfe;2;6;1749796746;3;3
0xfe;1;6;1749796756;3;3
0xfe;2;6;1749796766;3;3
0xfe;1;6;1749796776;3;3
0xfe;2;6;1749796786;3;3
0xfe;1;6;1749796796;3;3
0xfe;2;6;1749796806;3;3
0xfe;1;6;1749796816;3;3
0xfe;2;6;1749796826;3;3
0xfe;1;6;1749796836;3;3
0xfe;2;6;1749796846;3;3
0xfe;1;6;1749796856;3;3
0xfe;2;6;1749796866;3;3
0xfe;1;6;1749796876;3;3
0xfe;2;6;1749796886;3;3
0xfe;1;6;1749796896;3;3
0xfe;2;6;1749796906;3;3
0xfe;1;6;1749796916;3;3
0xfe;2;6;1749796926;3;3
0xfe;1;6;1749796936;3;3
0xfe;2;6;1749796946;3;3
