Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1747899156;3;3
0xfe;2;6;1747899166;3;3
0xfe;1;6;1747899176;3;3
0xfe;2;6;1747899186;3;3
0xfe;1;6;1747899196;3;3
0xfe;2;6;1747899206;3;3
0xfe;1;6;1747899216;3;3
0xfe;2;6;1747899226;3;3
0xfe;1;6;1747899236;3;3
0xfe;2;6;1747899246;3;3
0xfe;1;6;1747899256;3;3
0xfe;2;6;1747899266;3;3
0xfe;1;6;1747899276;3;3
0xfe;2;6;1747899286;3;3
0xfe;1;6;1747899296;3;3
0xfe;2;6;1747899306;3;3
0xfe;1;6;1747899316;3;3
0xfe;2;6;1747899326;3;3
0xfe;1;6;1747899336;3;3
0xfe;2;6;1747899346;3;3
0xfe;1;6;1747899356;3;3
0xfe;2;6;1747899366;3;3
0xfe;1;6;1747899376;3;3
0xfe;2;6;1747899386;3;3
0xfe;1;6;1747899396;3;3
0xfe;2;6;1747899406;3;3
0xfe;1;6;1747899416;3;3
0xfe;2;6;1747899426;3;3
0xfe;1;6;1747899436;3;3
0xfe;2;6;1747899446;3;3
