Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1750247256;3;3
0xfe;2;6;1750247266;3;3
0xfe;1;6;1750247276;3;3
0xfe;2;6;1750247286;3;3
0xfe;1;6;1750247296;3;3
0xfe;2;6;1750247306;3;3
0xfe;1;6;1750247316;3;3
0xfe;2;6;1750247326;3;3
0xfe;1;6;1750247336;3;3
0xfe;2;6;1750247346;3;3
0xfe;1;6;1750247356;3;3
0xfe;2;6;1750247366;3;3
0xfe;1;6;1750247376;3;3
0xfe;2;6;1750247386;3;3
0xfe;1;6;1750247396;3;3
0xfe;2;6;1750247406;3;3
0xfe;1;6;1750247416;3;3
0xfe;2;6;1750247426;3;3
0xfe;1;6;1750247436;3;3
0xfe;2;6;1750247446;3;3
0xfe;1;6;1750247456;3;3
0xfe;2;6;1750247466;3;3
0xfe;1;6;1750247476;3;3
0xfe;2;6;1750247486;3;3
0xfe;1;6;1750247496;3;3
0xfe;2;6;1750247506;3;3
0xfe;1;6;1750247516;3;3
0xfe;2;6;1750247526;3;3
0xfe;1;6;1750247536;3;3
0xfe;2;6;1750247546;3;3
