Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1750820856;3;3
0xfe;2;6;1750820866;3;3
0xfe;1;6;1750820876;3;3
0xfe;2;6;1750820886;3;3
0xfe;1;6;1750820896;3;3
0xfe;2;6;1750820906;3;3
0xfe;1;6;1750820916;3;3
0xfe;2;6;1750820926;3;3
0xfe;1;6;1750820936;3;3
0xfe;2;6;1750820946;3;3
0xfe;1;6;1750820956;3;3
0xfe;2;6;1750820966;3;3
0xfe;1;6;1750820976;3;3
0xfe;2;6;1750820986;3;3
0xfe;1;6;1750820996;3;3
0xfe;2;6;1750821006;3;3
0xfe;1;6;1750821016;3;3
0xfe;2;6;1750821026;3;3
0xfe;1;6;1750821036;3;3
0xfe;2;6;1750821046;3;3
0xfe;1;6;1750821056;3;3
0xfe;2;6;1750821066;3;3
0xfe;1;6;1750821076;3;3
0xfe;2;6;1750821086;3;3
0xfe;1;6;1750821096;3;3
0xfe;2;6;1750821106;3;3
0xfe;1;6;1750821116;3;3
0xfe;2;6;1750821126;3;3
0xfe;1;6;1750821136;3;3
0xfe;2;6;1750821146;3;3
