Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1753880256;3;3
0xfe;2;6;1753880266;3;3
0xfe;1;6;1753880276;3;3
0xfe;2;6;1753880286;3;3
0xfe;1;6;1753880296;3;3
0xfe;2;6;1753880306;3;3
0xfe;1;6;1753880316;3;3
0xfe;2;6;1753880326;3;3
0xfe;1;6;1753880336;3;3
0xfe;2;6;1753880346;3;3
0xfe;1;6;1753880356;3;3
0xfe;2;6;1753880366;3;3
0xfe;1;6;1753880376;3;3
0xfe;2;6;1753880386;3;3
0xfe;1;6;1753880396;3;3
0xfe;2;6;1753880406;3;3
0xfe;1;6;1753880416;3;3
0xfe;2;6;1753880426;3;3
0xfe;1;6;1753880436;3;3
0xfe;2;6;1753880446;3;3
0xfe;1;6;1753880456;3;3
0xfe;2;6;1753880466;3;3
0xfe;1;6;1753880476;3;3
0xfe;2;6;1753880486;3;3
0xfe;1;6;1753880496;3;3
0xfe;2;6;1753880506;3;3
0xfe;1;6;1753880516;3;3
0xfe;2;6;1753880526;3;3
0xfe;1;6;1753880536;3;3
0xfe;2;6;1753880546;3;3
