Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1752367356;3;3
0xfe;2;6;1752367366;3;3
0xfe;1;6;1752367376;3;3
0xfe;2;6;1752367386;3;3
0xfe;1;6;1752367396;3;3
0xfe;2;6;1752367406;3;3
0xfe;1;6;1752367416;3;3
0xfe;2;6;1752367426;3;3
0xfe;1;6;1752367436;3;3
0xfe;2;6;1752367446;3;3
0xfe;1;6;1752367456;3;3
0xfe;2;6;1752367466;3;3
0xfe;1;6;1752367476;3;3
0xfe;2;6;1752367486;3;3
0xfe;1;6;1752367496;3;3
0xfe;2;6;1752367506;3;3
0xfe;1;6;1752367516;3;3
0xfe;2;6;1752367526;3;3
0xfe;1;6;1752367536;3;3
0xfe;2;6;1752367546;3;3
0xfe;1;6;1752367556;3;3
0xfe;2;6;1752367566;3;3
0xfe;1;6;1752367576;3;3
0xfe;2;6;1752367586;3;3
0xfe;1;6;1752367596;3;3
0xfe;2;6;1752367606;3;3
0xfe;1;6;1752367616;3;3
0xfe;2;6;1752367626;3;3
0xfe;1;6;1752367636;3;3
0xfe;2;6;1752367646;3;3
