Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1750973256;3;3
0xfe;2;6;1750973266;3;3
0xfe;1;6;1750973276;3;3
0xfe;2;6;1750973286;3;3
0xfe;1;6;1750973296;3;3
0xfe;2;6;1750973306;3;3
0xfe;1;6;1750973316;3;3
0xfe;2;6;1750973326;3;3
0xfe;1;6;1750973336;3;3
0xfe;2;6;1750973346;3;3
0xfe;1;6;1750973356;3;3
0xfe;2;6;1750973366;3;3
0xfe;1;6;1750973376;3;3
0xfe;2;6;1750973386;3;3
0xfe;1;6;1750973396;3;3
0xfe;2;6;1750973406;3;3
0xfe;1;6;1750973416;3;3
0xfe;2;6;1750973426;3;3
0xfe;1;6;1750973436;3;3
0xfe;2;6;1750973446;3;3
0xfe;1;6;1750973456;3;3
0xfe;2;6;1750973466;3;3
0xfe;1;6;1750973476;3;3
0xfe;2;6;1750973486;3;3
0xfe;1;6;1750973496;3;3
0xfe;2;6;1750973506;3;3
0xfe;1;6;1750973516;3;3
0xfe;2;6;1750973526;3;3
0xfe;1;6;1750973536;3;3
0xfe;2;6;1750973546;3;3
