Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1745206956;3;3
0xfe;2;6;1745206966;3;3
0xfe;1;6;1745206976;3;3
0xfe;2;6;1745206986;3;3
0xfe;1;6;1745206996;3;3
0xfe;2;6;1745207006;3;3
0xfe;1;6;1745207016;3;3
0xfe;2;6;1745207026;3;3
0xfe;1;6;1745207036;3;3
0xfe;2;6;1745207046;3;3
0xfe;1;6;1745207056;3;3
0xfe;2;6;1745207066;3;3
0xfe;1;6;1745207076;3;3
0xfe;2;6;1745207086;3;3
0xfe;1;6;1745207096;3;3
0xfe;2;6;1745207106;3;3
0xfe;1;6;1745207116;3;3
0xfe;2;6;1745207126;3;3
0xfe;1;6;1745207136;3;3
0xfe;2;6;1745207146;3;3
0xfe;1;6;1745207156;3;3
0xfe;2;6;1745207166;3;3
0xfe;1;6;1745207176;3;3
0xfe;2;6;1745207186;3;3
0xfe;1;6;1745207196;3;3
0xfe;2;6;1745207206;3;3
0xfe;1;6;1745207216;3;3
0xfe;2;6;1745207226;3;3
0xfe;1;6;1745207236;3;3
0xfe;2;6;1745207246;3;3
