Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1748558556;3;3
0xfe;2;6;1748558566;3;3
0xfe;1;6;1748558576;3;3
0xfe;2;6;1748558586;3;3
0xfe;1;6;1748558596;3;3
0xfe;2;6;1748558606;3;3
0xfe;1;6;1748558616;3;3
0xfe;2;6;1748558626;3;3
0xfe;1;6;1748558636;3;3
0xfe;2;6;1748558646;3;3
0xfe;1;6;1748558656;3;3
0xfe;2;6;1748558666;3;3
0xfe;1;6;1748558676;3;3
0xfe;2;6;1748558686;3;3
0xfe;1;6;1748558696;3;3
0xfe;2;6;1748558706;3;3
0xfe;1;6;1748558716;3;3
0xfe;2;6;1748558726;3;3
0xfe;1;6;1748558736;3;3
0xfe;2;6;1748558746;3;3
0xfe;1;6;1748558756;3;3
0xfe;2;6;1748558766;3;3
0xfe;1;6;1748558776;3;3
0xfe;2;6;1748558786;3;3
0xfe;1;6;1748558796;3;3
0xfe;2;6;1748558806;3;3
0xfe;1;6;1748558816;3;3
0xfe;2;6;1748558826;3;3
0xfe;1;6;1748558836;3;3
0xfe;2;6;1748558846;3;3
