Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1745704356;3;3
0xfe;2;6;1745704366;3;3
0xfe;1;6;1745704376;3;3
0xfe;2;6;1745704386;3;3
0xfe;1;6;1745704396;3;3
0xfe;2;6;1745704406;3;3
0xfe;1;6;1745704416;3;3
0xfe;2;6;1745704426;3;3
0xfe;1;6;1745704436;3;3
0xfe;2;6;1745704446;3;3
0xfe;1;6;1745704456;3;3
0xfe;2;6;1745704466;3;3
0xfe;1;6;1745704476;3;3
0xfe;2;6;1745704486;3;3
0xfe;1;6;1745704496;3;3
0xfe;2;6;1745704506;3;3
0xfe;1;6;1745704516;3;3
0xfe;2;6;1745704526;3;3
0xfe;1;6;1745704536;3;3
0xfe;2;6;1745704546;3;3
0xfe;1;6;1745704556;3;3
0xfe;2;6;1745704566;3;3
0xfe;1;6;1745704576;3;3
0xfe;2;6;1745704586;3;3
0xfe;1;6;1745704596;3;3
0xfe;2;6;1745704606;3;3
0xfe;1;6;1745704616;3;3
0xfe;2;6;1745704626;3;3
0xfe;1;6;1745704636;3;3
0xfe;2;6;1745704646;3;3
