Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1745471256;3;3
0xfe;2;6;1745471266;3;3
0xfe;1;6;1745471276;3;3
0xfe;2;6;1745471286;3;3
0xfe;1;6;1745471296;3;3
0xfe;2;6;1745471306;3;3
0xfe;1;6;1745471316;3;3
0xfe;2;6;1745471326;3;3
0xfe;1;6;1745471336;3;3
0xfe;2;6;1745471346;3;3
0xfe;1;6;1745471356;3;3
0xfe;2;6;1745471366;3;3
0xfe;1;6;1745471376;3;3
0xfe;2;6;1745471386;3;3
0xfe;1;6;1745471396;3;3
0xfe;2;6;1745471406;3;3
0xfe;1;6;1745471416;3;3
0xfe;2;6;1745471426;3;3
0xfe;1;6;1745471436;3;3
0xfe;2;6;1745471446;3;3
0xfe;1;6;1745471456;3;3
0xfe;2;6;1745471466;3;3
0xfe;1;6;1745471476;3;3
0xfe;2;6;1745471486;3;3
0xfe;1;6;1745471496;3;3
0xfe;2;6;1745471506;3;3
0xfe;1;6;1745471516;3;3
0xfe;2;6;1745471526;3;3
0xfe;1;6;1745471536;3;3
0xfe;2;6;1745471546;3;3
