Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1753009056;3;3
0xfe;2;6;1753009066;3;3
0xfe;1;6;1753009076;3;3
0xfe;2;6;1753009086;3;3
0xfe;1;6;1753009096;3;3
0xfe;2;6;1753009106;3;3
0xfe;1;6;1753009116;3;3
0xfe;2;6;1753009126;3;3
0xfe;1;6;1753009136;3;3
0xfe;2;6;1753009146;3;3
0xfe;1;6;1753009156;3;3
0xfe;2;6;1753009166;3;3
0xfe;1;6;1753009176;3;3
0xfe;2;6;1753009186;3;3
0xfe;1;6;1753009196;3;3
0xfe;2;6;1753009206;3;3
0xfe;1;6;1753009216;3;3
0xfe;2;6;1753009226;3;3
0xfe;1;6;1753009236;3;3
0xfe;2;6;1753009246;3;3
0xfe;1;6;1753009256;3;3
0xfe;2;6;1753009266;3;3
0xfe;1;6;1753009276;3;3
0xfe;2;6;1753009286;3;3
0xfe;1;6;1753009296;3;3
0xfe;2;6;1753009306;3;3
0xfe;1;6;1753009316;3;3
0xfe;2;6;1753009326;3;3
0xfe;1;6;1753009336;3;3
0xfe;2;6;1753009346;3;3
