Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1744731456;3;3
0xfe;2;6;1744731466;3;3
0xfe;1;6;1744731476;3;3
0xfe;2;6;1744731486;3;3
0xfe;1;6;1744731496;3;3
0xfe;2;6;1744731506;3;3
0xfe;1;6;1744731516;3;3
0xfe;2;6;1744731526;3;3
0xfe;1;6;1744731536;3;3
0xfe;2;6;1744731546;3;3
0xfe;1;6;1744731556;3;3
0xfe;2;6;1744731566;3;3
0xfe;1;6;1744731576;3;3
0xfe;2;6;1744731586;3;3
0xfe;1;6;1744731596;3;3
0xfe;2;6;1744731606;3;3
0xfe;1;6;1744731616;3;3
0xfe;2;6;1744731626;3;3
0xfe;1;6;1744731636;3;3
0xfe;2;6;1744731646;3;3
0xfe;1;6;1744731656;3;3
0xfe;2;6;1744731666;3;3
0xfe;1;6;1744731676;3;3
0xfe;2;6;1744731686;3;3
0xfe;1;6;1744731696;3;3
0xfe;2;6;1744731706;3;3
0xfe;1;6;1744731716;3;3
0xfe;2;6;1744731726;3;3
0xfe;1;6;1744731736;3;3
0xfe;2;6;1744731746;3;3
