Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1746816456;3;3
0xfe;2;6;1746816466;3;3
0xfe;1;6;1746816476;3;3
0xfe;2;6;1746816486;3;3
0xfe;1;6;1746816496;3;3
0xfe;2;6;1746816506;3;3
0xfe;1;6;1746816516;3;3
0xfe;2;6;1746816526;3;3
0xfe;1;6;1746816536;3;3
0xfe;2;6;1746816546;3;3
0xfe;1;6;1746816556;3;3
0xfe;2;6;1746816566;3;3
0xfe;1;6;1746816576;3;3
0xfe;2;6;1746816586;3;3
0xfe;1;6;1746816596;3;3
0xfe;2;6;1746816606;3;3
0xfe;1;6;1746816616;3;3
0xfe;2;6;1746816626;3;3
0xfe;1;6;1746816636;3;3
0xfe;2;6;1746816646;3;3
0xfe;1;6;1746816656;3;3
0xfe;2;6;1746816666;3;3
0xfe;1;6;1746816676;3;3
0xfe;2;6;1746816686;3;3
0xfe;1;6;1746816696;3;3
0xfe;2;6;1746816706;3;3
0xfe;1;6;1746816716;3;3
0xfe;2;6;1746816726;3;3
0xfe;1;6;1746816736;3;3
0xfe;2;6;1746816746;3;3
