Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1747492956;3;3
0xfe;2;6;1747492966;3;3
0xfe;1;6;1747492976;3;3
0xfe;2;6;1747492986;3;3
0xfe;1;6;1747492996;3;3
0xfe;2;6;1747493006;3;3
0xfe;1;6;1747493016;3;3
0xfe;2;6;1747493026;3;3
0xfe;1;6;1747493036;3;3
0xfe;2;6;1747493046;3;3
0xfe;1;6;1747493056;3;3
0xfe;2;6;1747493066;3;3
0xfe;1;6;1747493076;3;3
0xfe;2;6;1747493086;3;3
0xfe;1;6;1747493096;3;3
0xfe;2;6;1747493106;3;3
0xfe;1;6;1747493116;3;3
0xfe;2;6;1747493126;3;3
0xfe;1;6;1747493136;3;3
0xfe;2;6;1747493146;3;3
0xfe;1;6;1747493156;3;3
0xfe;2;6;1747493166;3;3
0xfe;1;6;1747493176;3;3
0xfe;2;6;1747493186;3;3
0xfe;1;6;1747493196;3;3
0xfe;2;6;1747493206;3;3
0xfe;1;6;1747493216;3;3
0xfe;2;6;1747493226;3;3
0xfe;1;6;1747493236;3;3
0xfe;2;6;1747493246;3;3
