Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1746215856;3;3
0xfe;2;6;1746215866;3;3
0xfe;1;6;1746215876;3;3
0xfe;2;6;1746215886;3;3
0xfe;1;6;1746215896;3;3
0xfe;2;6;1746215906;3;3
0xfe;1;6;1746215916;3;3
0xfe;2;6;1746215926;3;3
0xfe;1;6;1746215936;3;3
0xfe;2;6;1746215946;3;3
0xfe;1;6;1746215956;3;3
0xfe;2;6;1746215966;3;3
0xfe;1;6;1746215976;3;3
0xfe;2;6;1746215986;3;3
0xfe;1;6;1746215996;3;3
0xfe;2;6;1746216006;3;3
0xfe;1;6;1746216016;3;3
0xfe;2;6;1746216026;3;3
0xfe;1;6;1746216036;3;3
0xfe;2;6;1746216046;3;3
0xfe;1;6;1746216056;3;3
0xfe;2;6;1746216066;3;3
0xfe;1;6;1746216076;3;3
0xfe;2;6;1746216086;3;3
0xfe;1;6;1746216096;3;3
0xfe;2;6;1746216106;3;3
0xfe;1;6;1746216116;3;3
0xfe;2;6;1746216126;3;3
0xfe;1;6;1746216136;3;3
0xfe;2;6;1746216146;3;3
