Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1747140156;3;3
0xfe;2;6;1747140166;3;3
0xfe;1;6;1747140176;3;3
0xfe;2;6;1747140186;3;3
0xfe;1;6;1747140196;3;3
0xfe;2;6;1747140206;3;3
0xfe;1;6;1747140216;3;3
0xfe;2;6;1747140226;3;3
0xfe;1;6;1747140236;3;3
0xfe;2;6;1747140246;3;3
0xfe;1;6;1747140256;3;3
0xfe;2;6;1747140266;3;3
0xfe;1;6;1747140276;3;3
0xfe;2;6;1747140286;3;3
0xfe;1;6;1747140296;3;3
0xfe;2;6;1747140306;3;3
0xfe;1;6;1747140316;3;3
0xfe;2;6;1747140326;3;3
0xfe;1;6;1747140336;3;3
0xfe;2;6;1747140346;3;3
0xfe;1;6;1747140356;3;3
0xfe;2;6;1747140366;3;3
0xfe;1;6;1747140376;3;3
0xfe;2;6;1747140386;3;3
0xfe;1;6;1747140396;3;3
0xfe;2;6;1747140406;3;3
0xfe;1;6;1747140416;3;3
0xfe;2;6;1747140426;3;3
0xfe;1;6;1747140436;3;3
0xfe;2;6;1747140446;3;3
