Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1745848356;3;3
0xfe;2;6;1745848366;3;3
0xfe;1;6;1745848376;3;3
0xfe;2;6;1745848386;3;3
0xfe;1;6;1745848396;3;3
0xfe;2;6;1745848406;3;3
0xfe;1;6;1745848416;3;3
0xfe;2;6;1745848426;3;3
0xfe;1;6;1745848436;3;3
0xfe;2;6;1745848446;3;3
0xfe;1;6;1745848456;3;3
0xfe;2;6;1745848466;3;3
0xfe;1;6;1745848476;3;3
0xfe;2;6;1745848486;3;3
0xfe;1;6;1745848496;3;3
0xfe;2;6;1745848506;3;3
0xfe;1;6;1745848516;3;3
0xfe;2;6;1745848526;3;3
0xfe;1;6;1745848536;3;3
0xfe;2;6;1745848546;3;3
0xfe;1;6;1745848556;3;3
0xfe;2;6;1745848566;3;3
0xfe;1;6;1745848576;3;3
0xfe;2;6;1745848586;3;3
0xfe;1;6;1745848596;3;3
0xfe;2;6;1745848606;3;3
0xfe;1;6;1745848616;3;3
0xfe;2;6;1745848626;3;3
0xfe;1;6;1745848636;3;3
0xfe;2;6;1745848646;3;3
