Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1752375456;3;3
0xfe;2;6;1752375466;3;3
0xfe;1;6;1752375476;3;3
0xfe;2;6;1752375486;3;3
0xfe;1;6;1752375496;3;3
0xfe;2;6;1752375506;3;3
0xfe;1;6;1752375516;3;3
0xfe;2;6;1752375526;3;3
0xfe;1;6;1752375536;3;3
0xfe;2;6;1752375546;3;3
0xfe;1;6;1752375556;3;3
0xfe;2;6;1752375566;3;3
0xfe;1;6;1752375576;3;3
0xfe;2;6;1752375586;3;3
0xfe;1;6;1752375596;3;3
0xfe;2;6;1752375606;3;3
0xfe;1;6;1752375616;3;3
0xfe;2;6;1752375626;3;3
0xfe;1;6;1752375636;3;3
0xfe;2;6;1752375646;3;3
0xfe;1;6;1752375656;3;3
0xfe;2;6;1752375666;3;3
0xfe;1;6;1752375676;3;3
0xfe;2;6;1752375686;3;3
0xfe;1;6;1752375696;3;3
0xfe;2;6;1752375706;3;3
0xfe;1;6;1752375716;3;3
0xfe;2;6;1752375726;3;3
0xfe;1;6;1752375736;3;3
0xfe;2;6;1752375746;3;3
