Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1745793756;3;3
0xfe;2;6;1745793766;3;3
0xfe;1;6;1745793776;3;3
0xfe;2;6;1745793786;3;3
0xfe;1;6;1745793796;3;3
0xfe;2;6;1745793806;3;3
0xfe;1;6;1745793816;3;3
0xfe;2;6;1745793826;3;3
0xfe;1;6;1745793836;3;3
0xfe;2;6;1745793846;3;3
0xfe;1;6;1745793856;3;3
0xfe;2;6;1745793866;3;3
0xfe;1;6;1745793876;3;3
0xfe;2;6;1745793886;3;3
0xfe;1;6;1745793896;3;3
0xfe;2;6;1745793906;3;3
0xfe;1;6;1745793916;3;3
0xfe;2;6;1745793926;3;3
0xfe;1;6;1745793936;3;3
0xfe;2;6;1745793946;3;3
0xfe;1;6;1745793956;3;3
0xfe;2;6;1745793966;3;3
0xfe;1;6;1745793976;3;3
0xfe;2;6;1745793986;3;3
0xfe;1;6;1745793996;3;3
0xfe;2;6;1745794006;3;3
0xfe;1;6;1745794016;3;3
0xfe;2;6;1745794026;3;3
0xfe;1;6;1745794036;3;3
0xfe;2;6;1745794046;3;3
