Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1749640056;3;3
0xfe;2;6;1749640066;3;3
0xfe;1;6;1749640076;3;3
0xfe;2;6;1749640086;3;3
0xfe;1;6;1749640096;3;3
0xfe;2;6;1749640106;3;3
0xfe;1;6;1749640116;3;3
0xfe;2;6;1749640126;3;3
0xfe;1;6;1749640136;3;3
0xfe;2;6;1749640146;3;3
0xfe;1;6;1749640156;3;3
0xfe;2;6;1749640166;3;3
0xfe;1;6;1749640176;3;3
0xfe;2;6;1749640186;3;3
0xfe;1;6;1749640196;3;3
0xfe;2;6;1749640206;3;3
0xfe;1;6;1749640216;3;3
0xfe;2;6;1749640226;3;3
0xfe;1;6;1749640236;3;3
0xfe;2;6;1749640246;3;3
0xfe;1;6;1749640256;3;3
0xfe;2;6;1749640266;3;3
0xfe;1;6;1749640276;3;3
0xfe;2;6;1749640286;3;3
0xfe;1;6;1749640296;3;3
0xfe;2;6;1749640306;3;3
0xfe;1;6;1749640316;3;3
0xfe;2;6;1749640326;3;3
0xfe;1;6;1749640336;3;3
0xfe;2;6;1749640346;3;3
