Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1745779056;3;3
0xfe;2;6;1745779066;3;3
0xfe;1;6;1745779076;3;3
0xfe;2;6;1745779086;3;3
0xfe;1;6;1745779096;3;3
0xfe;2;6;1745779106;3;3
0xfe;1;6;1745779116;3;3
0xfe;2;6;1745779126;3;3
0xfe;1;6;1745779136;3;3
0xfe;2;6;1745779146;3;3
0xfe;1;6;1745779156;3;3
0xfe;2;6;1745779166;3;3
0xfe;1;6;1745779176;3;3
0xfe;2;6;1745779186;3;3
0xfe;1;6;1745779196;3;3
0xfe;2;6;1745779206;3;3
0xfe;1;6;1745779216;3;3
0xfe;2;6;1745779226;3;3
0xfe;1;6;1745779236;3;3
0xfe;2;6;1745779246;3;3
0xfe;1;6;1745779256;3;3
0xfe;2;6;1745779266;3;3
0xfe;1;6;1745779276;3;3
0xfe;2;6;1745779286;3;3
0xfe;1;6;1745779296;3;3
0xfe;2;6;1745779306;3;3
0xfe;1;6;1745779316;3;3
0xfe;2;6;1745779326;3;3
0xfe;1;6;1745779336;3;3
0xfe;2;6;1745779346;3;3
