Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1749919356;3;3
0xfe;2;6;1749919366;3;3
0xfe;1;6;1749919376;3;3
0xfe;2;6;1749919386;3;3
0xfe;1;6;1749919396;3;3
0xfe;2;6;1749919406;3;3
0xfe;1;6;1749919416;3;3
0xfe;2;6;1749919426;3;3
0xfe;1;6;1749919436;3;3
0xfe;2;6;1749919446;3;3
0xfe;1;6;1749919456;3;3
0xfe;2;6;1749919466;3;3
0xfe;1;6;1749919476;3;3
0xfe;2;6;1749919486;3;3
0xfe;1;6;1749919496;3;3
0xfe;2;6;1749919506;3;3
0xfe;1;6;1749919516;3;3
0xfe;2;6;1749919526;3;3
0xfe;1;6;1749919536;3;3
0xfe;2;6;1749919546;3;3
0xfe;1;6;1749919556;3;3
0xfe;2;6;1749919566;3;3
0xfe;1;6;1749919576;3;3
0xfe;2;6;1749919586;3;3
0xfe;1;6;1749919596;3;3
0xfe;2;6;1749919606;3;3
0xfe;1;6;1749919616;3;3
0xfe;2;6;1749919626;3;3
0xfe;1;6;1749919636;3;3
0xfe;2;6;1749919646;3;3
