Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1748323056;3;3
0xfe;2;6;1748323066;3;3
0xfe;1;6;1748323076;3;3
0xfe;2;6;1748323086;3;3
0xfe;1;6;1748323096;3;3
0xfe;2;6;1748323106;3;3
0xfe;1;6;1748323116;3;3
0xfe;2;6;1748323126;3;3
0xfe;1;6;1748323136;3;3
0xfe;2;6;1748323146;3;3
0xfe;1;6;1748323156;3;3
0xfe;2;6;1748323166;3;3
0xfe;1;6;1748323176;3;3
0xfe;2;6;1748323186;3;3
0xfe;1;6;1748323196;3;3
0xfe;2;6;1748323206;3;3
0xfe;1;6;1748323216;3;3
0xfe;2;6;1748323226;3;3
0xfe;1;6;1748323236;3;3
0xfe;2;6;1748323246;3;3
0xfe;1;6;1748323256;3;3
0xfe;2;6;1748323266;3;3
0xfe;1;6;1748323276;3;3
0xfe;2;6;1748323286;3;3
0xfe;1;6;1748323296;3;3
0xfe;2;6;1748323306;3;3
0xfe;1;6;1748323316;3;3
0xfe;2;6;1748323326;3;3
0xfe;1;6;1748323336;3;3
0xfe;2;6;1748323346;3;3
