Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1746283956;3;3
0xfe;2;6;1746283966;3;3
0xfe;1;6;1746283976;3;3
0xfe;2;6;1746283986;3;3
0xfe;1;6;1746283996;3;3
0xfe;2;6;1746284006;3;3
0xfe;1;6;1746284016;3;3
0xfe;2;6;1746284026;3;3
0xfe;1;6;1746284036;3;3
0xfe;2;6;1746284046;3;3
0xfe;1;6;1746284056;3;3
0xfe;2;6;1746284066;3;3
0xfe;1;6;1746284076;3;3
0xfe;2;6;1746284086;3;3
0xfe;1;6;1746284096;3;3
0xfe;2;6;1746284106;3;3
0xfe;1;6;1746284116;3;3
0xfe;2;6;1746284126;3;3
0xfe;1;6;1746284136;3;3
0xfe;2;6;1746284146;3;3
0xfe;1;6;1746284156;3;3
0xfe;2;6;1746284166;3;3
0xfe;1;6;1746284176;3;3
0xfe;2;6;1746284186;3;3
0xfe;1;6;1746284196;3;3
0xfe;2;6;1746284206;3;3
0xfe;1;6;1746284216;3;3
0xfe;2;6;1746284226;3;3
0xfe;1;6;1746284236;3;3
0xfe;2;6;1746284246;3;3
