Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1746427056;3;3
0xfe;2;6;1746427066;3;3
0xfe;1;6;1746427076;3;3
0xfe;2;6;1746427086;3;3
0xfe;1;6;1746427096;3;3
0xfe;2;6;1746427106;3;3
0xfe;1;6;1746427116;3;3
0xfe;2;6;1746427126;3;3
0xfe;1;6;1746427136;3;3
0xfe;2;6;1746427146;3;3
0xfe;1;6;1746427156;3;3
0xfe;2;6;1746427166;3;3
0xfe;1;6;1746427176;3;3
0xfe;2;6;1746427186;3;3
0xfe;1;6;1746427196;3;3
0xfe;2;6;1746427206;3;3
0xfe;1;6;1746427216;3;3
0xfe;2;6;1746427226;3;3
0xfe;1;6;1746427236;3;3
0xfe;2;6;1746427246;3;3
0xfe;1;6;1746427256;3;3
0xfe;2;6;1746427266;3;3
0xfe;1;6;1746427276;3;3
0xfe;2;6;1746427286;3;3
0xfe;1;6;1746427296;3;3
0xfe;2;6;1746427306;3;3
0xfe;1;6;1746427316;3;3
0xfe;2;6;1746427326;3;3
0xfe;1;6;1746427336;3;3
0xfe;2;6;1746427346;3;3
