Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1754218056;3;3
0xfe;2;6;1754218066;3;3
0xfe;1;6;1754218076;3;3
0xfe;2;6;1754218086;3;3
0xfe;1;6;1754218096;3;3
0xfe;2;6;1754218106;3;3
0xfe;1;6;1754218116;3;3
0xfe;2;6;1754218126;3;3
0xfe;1;6;1754218136;3;3
0xfe;2;6;1754218146;3;3
0xfe;1;6;1754218156;3;3
0xfe;2;6;1754218166;3;3
0xfe;1;6;1754218176;3;3
0xfe;2;6;1754218186;3;3
0xfe;1;6;1754218196;3;3
0xfe;2;6;1754218206;3;3
0xfe;1;6;1754218216;3;3
0xfe;2;6;1754218226;3;3
0xfe;1;6;1754218236;3;3
0xfe;2;6;1754218246;3;3
0xfe;1;6;1754218256;3;3
0xfe;2;6;1754218266;3;3
0xfe;1;6;1754218276;3;3
0xfe;2;6;1754218286;3;3
0xfe;1;6;1754218296;3;3
0xfe;2;6;1754218306;3;3
0xfe;1;6;1754218316;3;3
0xfe;2;6;1754218326;3;3
0xfe;1;6;1754218336;3;3
0xfe;2;6;1754218346;3;3
