Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1745981856;3;3
0xfe;2;6;1745981866;3;3
0xfe;1;6;1745981876;3;3
0xfe;2;6;1745981886;3;3
0xfe;1;6;1745981896;3;3
0xfe;2;6;1745981906;3;3
0xfe;1;6;1745981916;3;3
0xfe;2;6;1745981926;3;3
0xfe;1;6;1745981936;3;3
0xfe;2;6;1745981946;3;3
0xfe;1;6;1745981956;3;3
0xfe;2;6;1745981966;3;3
0xfe;1;6;1745981976;3;3
0xfe;2;6;1745981986;3;3
0xfe;1;6;1745981996;3;3
0xfe;2;6;1745982006;3;3
0xfe;1;6;1745982016;3;3
0xfe;2;6;1745982026;3;3
0xfe;1;6;1745982036;3;3
0xfe;2;6;1745982046;3;3
0xfe;1;6;1745982056;3;3
0xfe;2;6;1745982066;3;3
0xfe;1;6;1745982076;3;3
0xfe;2;6;1745982086;3;3
0xfe;1;6;1745982096;3;3
0xfe;2;6;1745982106;3;3
0xfe;1;6;1745982116;3;3
0xfe;2;6;1745982126;3;3
0xfe;1;6;1745982136;3;3
0xfe;2;6;1745982146;3;3
