Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1753087356;3;3
0xfe;2;6;1753087366;3;3
0xfe;1;6;1753087376;3;3
0xfe;2;6;1753087386;3;3
0xfe;1;6;1753087396;3;3
0xfe;2;6;1753087406;3;3
0xfe;1;6;1753087416;3;3
0xfe;2;6;1753087426;3;3
0xfe;1;6;1753087436;3;3
0xfe;2;6;1753087446;3;3
0xfe;1;6;1753087456;3;3
0xfe;2;6;1753087466;3;3
0xfe;1;6;1753087476;3;3
0xfe;2;6;1753087486;3;3
0xfe;1;6;1753087496;3;3
0xfe;2;6;1753087506;3;3
0xfe;1;6;1753087516;3;3
0xfe;2;6;1753087526;3;3
0xfe;1;6;1753087536;3;3
0xfe;2;6;1753087546;3;3
0xfe;1;6;1753087556;3;3
0xfe;2;6;1753087566;3;3
0xfe;1;6;1753087576;3;3
0xfe;2;6;1753087586;3;3
0xfe;1;6;1753087596;3;3
0xfe;2;6;1753087606;3;3
0xfe;1;6;1753087616;3;3
0xfe;2;6;1753087626;3;3
0xfe;1;6;1753087636;3;3
0xfe;2;6;1753087646;3;3
