Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1748518356;3;3
0xfe;2;6;1748518366;3;3
0xfe;1;6;1748518376;3;3
0xfe;2;6;1748518386;3;3
0xfe;1;6;1748518396;3;3
0xfe;2;6;1748518406;3;3
0xfe;1;6;1748518416;3;3
0xfe;2;6;1748518426;3;3
0xfe;1;6;1748518436;3;3
0xfe;2;6;1748518446;3;3
0xfe;1;6;1748518456;3;3
0xfe;2;6;1748518466;3;3
0xfe;1;6;1748518476;3;3
0xfe;2;6;1748518486;3;3
0xfe;1;6;1748518496;3;3
0xfe;2;6;1748518506;3;3
0xfe;1;6;1748518516;3;3
0xfe;2;6;1748518526;3;3
0xfe;1;6;1748518536;3;3
0xfe;2;6;1748518546;3;3
0xfe;1;6;1748518556;3;3
0xfe;2;6;1748518566;3;3
0xfe;1;6;1748518576;3;3
0xfe;2;6;1748518586;3;3
0xfe;1;6;1748518596;3;3
0xfe;2;6;1748518606;3;3
0xfe;1;6;1748518616;3;3
0xfe;2;6;1748518626;3;3
0xfe;1;6;1748518636;3;3
0xfe;2;6;1748518646;3;3
