Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1746478656;3;3
0xfe;2;6;1746478666;3;3
0xfe;1;6;1746478676;3;3
0xfe;2;6;1746478686;3;3
0xfe;1;6;1746478696;3;3
0xfe;2;6;1746478706;3;3
0xfe;1;6;1746478716;3;3
0xfe;2;6;1746478726;3;3
0xfe;1;6;1746478736;3;3
0xfe;2;6;1746478746;3;3
0xfe;1;6;1746478756;3;3
0xfe;2;6;1746478766;3;3
0xfe;1;6;1746478776;3;3
0xfe;2;6;1746478786;3;3
0xfe;1;6;1746478796;3;3
0xfe;2;6;1746478806;3;3
0xfe;1;6;1746478816;3;3
0xfe;2;6;1746478826;3;3
0xfe;1;6;1746478836;3;3
0xfe;2;6;1746478846;3;3
0xfe;1;6;1746478856;3;3
0xfe;2;6;1746478866;3;3
0xfe;1;6;1746478876;3;3
0xfe;2;6;1746478886;3;3
0xfe;1;6;1746478896;3;3
0xfe;2;6;1746478906;3;3
0xfe;1;6;1746478916;3;3
0xfe;2;6;1746478926;3;3
0xfe;1;6;1746478936;3;3
0xfe;2;6;1746478946;3;3
