Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1751878656;3;3
0xfe;2;6;1751878666;3;3
0xfe;1;6;1751878676;3;3
0xfe;2;6;1751878686;3;3
0xfe;1;6;1751878696;3;3
0xfe;2;6;1751878706;3;3
0xfe;1;6;1751878716;3;3
0xfe;2;6;1751878726;3;3
0xfe;1;6;1751878736;3;3
0xfe;2;6;1751878746;3;3
0xfe;1;6;1751878756;3;3
0xfe;2;6;1751878766;3;3
0xfe;1;6;1751878776;3;3
0xfe;2;6;1751878786;3;3
0xfe;1;6;1751878796;3;3
0xfe;2;6;1751878806;3;3
0xfe;1;6;1751878816;3;3
0xfe;2;6;1751878826;3;3
0xfe;1;6;1751878836;3;3
0xfe;2;6;1751878846;3;3
0xfe;1;6;1751878856;3;3
0xfe;2;6;1751878866;3;3
0xfe;1;6;1751878876;3;3
0xfe;2;6;1751878886;3;3
0xfe;1;6;1751878896;3;3
0xfe;2;6;1751878906;3;3
0xfe;1;6;1751878916;3;3
0xfe;2;6;1751878926;3;3
0xfe;1;6;1751878936;3;3
0xfe;2;6;1751878946;3;3
