Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1746842856;3;3
0xfe;2;6;1746842866;3;3
0xfe;1;6;1746842876;3;3
0xfe;2;6;1746842886;3;3
0xfe;1;6;1746842896;3;3
0xfe;2;6;1746842906;3;3
0xfe;1;6;1746842916;3;3
0xfe;2;6;1746842926;3;3
0xfe;1;6;1746842936;3;3
0xfe;2;6;1746842946;3;3
0xfe;1;6;1746842956;3;3
0xfe;2;6;1746842966;3;3
0xfe;1;6;1746842976;3;3
0xfe;2;6;1746842986;3;3
0xfe;1;6;1746842996;3;3
0xfe;2;6;1746843006;3;3
0xfe;1;6;1746843016;3;3
0xfe;2;6;1746843026;3;3
0xfe;1;6;1746843036;3;3
0xfe;2;6;1746843046;3;3
0xfe;1;6;1746843056;3;3
0xfe;2;6;1746843066;3;3
0xfe;1;6;1746843076;3;3
0xfe;2;6;1746843086;3;3
0xfe;1;6;1746843096;3;3
0xfe;2;6;1746843106;3;3
0xfe;1;6;1746843116;3;3
0xfe;2;6;1746843126;3;3
0xfe;1;6;1746843136;3;3
0xfe;2;6;1746843146;3;3
