Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1747901856;3;3
0xfe;2;6;1747901866;3;3
0xfe;1;6;1747901876;3;3
0xfe;2;6;1747901886;3;3
0xfe;1;6;1747901896;3;3
0xfe;2;6;1747901906;3;3
0xfe;1;6;1747901916;3;3
0xfe;2;6;1747901926;3;3
0xfe;1;6;1747901936;3;3
0xfe;2;6;1747901946;3;3
0xfe;1;6;1747901956;3;3
0xfe;2;6;1747901966;3;3
0xfe;1;6;1747901976;3;3
0xfe;2;6;1747901986;3;3
0xfe;1;6;1747901996;3;3
0xfe;2;6;1747902006;3;3
0xfe;1;6;1747902016;3;3
0xfe;2;6;1747902026;3;3
0xfe;1;6;1747902036;3;3
0xfe;2;6;1747902046;3;3
0xfe;1;6;1747902056;3;3
0xfe;2;6;1747902066;3;3
0xfe;1;6;1747902076;3;3
0xfe;2;6;1747902086;3;3
0xfe;1;6;1747902096;3;3
0xfe;2;6;1747902106;3;3
0xfe;1;6;1747902116;3;3
0xfe;2;6;1747902126;3;3
0xfe;1;6;1747902136;3;3
0xfe;2;6;1747902146;3;3
