Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1753859256;3;3
0xfe;2;6;1753859266;3;3
0xfe;1;6;1753859276;3;3
0xfe;2;6;1753859286;3;3
0xfe;1;6;1753859296;3;3
0xfe;2;6;1753859306;3;3
0xfe;1;6;1753859316;3;3
0xfe;2;6;1753859326;3;3
0xfe;1;6;1753859336;3;3
0xfe;2;6;1753859346;3;3
0xfe;1;6;1753859356;3;3
0xfe;2;6;1753859366;3;3
0xfe;1;6;1753859376;3;3
0xfe;2;6;1753859386;3;3
0xfe;1;6;1753859396;3;3
0xfe;2;6;1753859406;3;3
0xfe;1;6;1753859416;3;3
0xfe;2;6;1753859426;3;3
0xfe;1;6;1753859436;3;3
0xfe;2;6;1753859446;3;3
0xfe;1;6;1753859456;3;3
0xfe;2;6;1753859466;3;3
0xfe;1;6;1753859476;3;3
0xfe;2;6;1753859486;3;3
0xfe;1;6;1753859496;3;3
0xfe;2;6;1753859506;3;3
0xfe;1;6;1753859516;3;3
0xfe;2;6;1753859526;3;3
0xfe;1;6;1753859536;3;3
0xfe;2;6;1753859546;3;3
