Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1750179756;3;3
0xfe;2;6;1750179766;3;3
0xfe;1;6;1750179776;3;3
0xfe;2;6;1750179786;3;3
0xfe;1;6;1750179796;3;3
0xfe;2;6;1750179806;3;3
0xfe;1;6;1750179816;3;3
0xfe;2;6;1750179826;3;3
0xfe;1;6;1750179836;3;3
0xfe;2;6;1750179846;3;3
0xfe;1;6;1750179856;3;3
0xfe;2;6;1750179866;3;3
0xfe;1;6;1750179876;3;3
0xfe;2;6;1750179886;3;3
0xfe;1;6;1750179896;3;3
0xfe;2;6;1750179906;3;3
0xfe;1;6;1750179916;3;3
0xfe;2;6;1750179926;3;3
0xfe;1;6;1750179936;3;3
0xfe;2;6;1750179946;3;3
0xfe;1;6;1750179956;3;3
0xfe;2;6;1750179966;3;3
0xfe;1;6;1750179976;3;3
0xfe;2;6;1750179986;3;3
0xfe;1;6;1750179996;3;3
0xfe;2;6;1750180006;3;3
0xfe;1;6;1750180016;3;3
0xfe;2;6;1750180026;3;3
0xfe;1;6;1750180036;3;3
0xfe;2;6;1750180046;3;3
