Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1745557656;3;3
0xfe;2;6;1745557666;3;3
0xfe;1;6;1745557676;3;3
0xfe;2;6;1745557686;3;3
0xfe;1;6;1745557696;3;3
0xfe;2;6;1745557706;3;3
0xfe;1;6;1745557716;3;3
0xfe;2;6;1745557726;3;3
0xfe;1;6;1745557736;3;3
0xfe;2;6;1745557746;3;3
0xfe;1;6;1745557756;3;3
0xfe;2;6;1745557766;3;3
0xfe;1;6;1745557776;3;3
0xfe;2;6;1745557786;3;3
0xfe;1;6;1745557796;3;3
0xfe;2;6;1745557806;3;3
0xfe;1;6;1745557816;3;3
0xfe;2;6;1745557826;3;3
0xfe;1;6;1745557836;3;3
0xfe;2;6;1745557846;3;3
0xfe;1;6;1745557856;3;3
0xfe;2;6;1745557866;3;3
0xfe;1;6;1745557876;3;3
0xfe;2;6;1745557886;3;3
0xfe;1;6;1745557896;3;3
0xfe;2;6;1745557906;3;3
0xfe;1;6;1745557916;3;3
0xfe;2;6;1745557926;3;3
0xfe;1;6;1745557936;3;3
0xfe;2;6;1745557946;3;3
