Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1752898356;3;3
0xfe;2;6;1752898366;3;3
0xfe;1;6;1752898376;3;3
0xfe;2;6;1752898386;3;3
0xfe;1;6;1752898396;3;3
0xfe;2;6;1752898406;3;3
0xfe;1;6;1752898416;3;3
0xfe;2;6;1752898426;3;3
0xfe;1;6;1752898436;3;3
0xfe;2;6;1752898446;3;3
0xfe;1;6;1752898456;3;3
0xfe;2;6;1752898466;3;3
0xfe;1;6;1752898476;3;3
0xfe;2;6;1752898486;3;3
0xfe;1;6;1752898496;3;3
0xfe;2;6;1752898506;3;3
0xfe;1;6;1752898516;3;3
0xfe;2;6;1752898526;3;3
0xfe;1;6;1752898536;3;3
0xfe;2;6;1752898546;3;3
0xfe;1;6;1752898556;3;3
0xfe;2;6;1752898566;3;3
0xfe;1;6;1752898576;3;3
0xfe;2;6;1752898586;3;3
0xfe;1;6;1752898596;3;3
0xfe;2;6;1752898606;3;3
0xfe;1;6;1752898616;3;3
0xfe;2;6;1752898626;3;3
0xfe;1;6;1752898636;3;3
0xfe;2;6;1752898646;3;3
