Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1751967156;3;3
0xfe;2;6;1751967166;3;3
0xfe;1;6;1751967176;3;3
0xfe;2;6;1751967186;3;3
0xfe;1;6;1751967196;3;3
0xfe;2;6;1751967206;3;3
0xfe;1;6;1751967216;3;3
0xfe;2;6;1751967226;3;3
0xfe;1;6;1751967236;3;3
0xfe;2;6;1751967246;3;3
0xfe;1;6;1751967256;3;3
0xfe;2;6;1751967266;3;3
0xfe;1;6;1751967276;3;3
0xfe;2;6;1751967286;3;3
0xfe;1;6;1751967296;3;3
0xfe;2;6;1751967306;3;3
0xfe;1;6;1751967316;3;3
0xfe;2;6;1751967326;3;3
0xfe;1;6;1751967336;3;3
0xfe;2;6;1751967346;3;3
0xfe;1;6;1751967356;3;3
0xfe;2;6;1751967366;3;3
0xfe;1;6;1751967376;3;3
0xfe;2;6;1751967386;3;3
0xfe;1;6;1751967396;3;3
0xfe;2;6;1751967406;3;3
0xfe;1;6;1751967416;3;3
0xfe;2;6;1751967426;3;3
0xfe;1;6;1751967436;3;3
0xfe;2;6;1751967446;3;3
