Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1752578256;3;3
0xfe;2;6;1752578266;3;3
0xfe;1;6;1752578276;3;3
0xfe;2;6;1752578286;3;3
0xfe;1;6;1752578296;3;3
0xfe;2;6;1752578306;3;3
0xfe;1;6;1752578316;3;3
0xfe;2;6;1752578326;3;3
0xfe;1;6;1752578336;3;3
0xfe;2;6;1752578346;3;3
0xfe;1;6;1752578356;3;3
0xfe;2;6;1752578366;3;3
0xfe;1;6;1752578376;3;3
0xfe;2;6;1752578386;3;3
0xfe;1;6;1752578396;3;3
0xfe;2;6;1752578406;3;3
0xfe;1;6;1752578416;3;3
0xfe;2;6;1752578426;3;3
0xfe;1;6;1752578436;3;3
0xfe;2;6;1752578446;3;3
0xfe;1;6;1752578456;3;3
0xfe;2;6;1752578466;3;3
0xfe;1;6;1752578476;3;3
0xfe;2;6;1752578486;3;3
0xfe;1;6;1752578496;3;3
0xfe;2;6;1752578506;3;3
0xfe;1;6;1752578516;3;3
0xfe;2;6;1752578526;3;3
0xfe;1;6;1752578536;3;3
0xfe;2;6;1752578546;3;3
