Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1746315156;3;3
0xfe;2;6;1746315166;3;3
0xfe;1;6;1746315176;3;3
0xfe;2;6;1746315186;3;3
0xfe;1;6;1746315196;3;3
0xfe;2;6;1746315206;3;3
0xfe;1;6;1746315216;3;3
0xfe;2;6;1746315226;3;3
0xfe;1;6;1746315236;3;3
0xfe;2;6;1746315246;3;3
0xfe;1;6;1746315256;3;3
0xfe;2;6;1746315266;3;3
0xfe;1;6;1746315276;3;3
0xfe;2;6;1746315286;3;3
0xfe;1;6;1746315296;3;3
0xfe;2;6;1746315306;3;3
0xfe;1;6;1746315316;3;3
0xfe;2;6;1746315326;3;3
0xfe;1;6;1746315336;3;3
0xfe;2;6;1746315346;3;3
0xfe;1;6;1746315356;3;3
0xfe;2;6;1746315366;3;3
0xfe;1;6;1746315376;3;3
0xfe;2;6;1746315386;3;3
0xfe;1;6;1746315396;3;3
0xfe;2;6;1746315406;3;3
0xfe;1;6;1746315416;3;3
0xfe;2;6;1746315426;3;3
0xfe;1;6;1746315436;3;3
0xfe;2;6;1746315446;3;3
