Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1754083056;3;3
0xfe;2;6;1754083066;3;3
0xfe;1;6;1754083076;3;3
0xfe;2;6;1754083086;3;3
0xfe;1;6;1754083096;3;3
0xfe;2;6;1754083106;3;3
0xfe;1;6;1754083116;3;3
0xfe;2;6;1754083126;3;3
0xfe;1;6;1754083136;3;3
0xfe;2;6;1754083146;3;3
0xfe;1;6;1754083156;3;3
0xfe;2;6;1754083166;3;3
0xfe;1;6;1754083176;3;3
0xfe;2;6;1754083186;3;3
0xfe;1;6;1754083196;3;3
0xfe;2;6;1754083206;3;3
0xfe;1;6;1754083216;3;3
0xfe;2;6;1754083226;3;3
0xfe;1;6;1754083236;3;3
0xfe;2;6;1754083246;3;3
0xfe;1;6;1754083256;3;3
0xfe;2;6;1754083266;3;3
0xfe;1;6;1754083276;3;3
0xfe;2;6;1754083286;3;3
0xfe;1;6;1754083296;3;3
0xfe;2;6;1754083306;3;3
0xfe;1;6;1754083316;3;3
0xfe;2;6;1754083326;3;3
0xfe;1;6;1754083336;3;3
0xfe;2;6;1754083346;3;3
