Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1746667056;3;3
0xfe;2;6;1746667066;3;3
0xfe;1;6;1746667076;3;3
0xfe;2;6;1746667086;3;3
0xfe;1;6;1746667096;3;3
0xfe;2;6;1746667106;3;3
0xfe;1;6;1746667116;3;3
0xfe;2;6;1746667126;3;3
0xfe;1;6;1746667136;3;3
0xfe;2;6;1746667146;3;3
0xfe;1;6;1746667156;3;3
0xfe;2;6;1746667166;3;3
0xfe;1;6;1746667176;3;3
0xfe;2;6;1746667186;3;3
0xfe;1;6;1746667196;3;3
0xfe;2;6;1746667206;3;3
0xfe;1;6;1746667216;3;3
0xfe;2;6;1746667226;3;3
0xfe;1;6;1746667236;3;3
0xfe;2;6;1746667246;3;3
0xfe;1;6;1746667256;3;3
0xfe;2;6;1746667266;3;3
0xfe;1;6;1746667276;3;3
0xfe;2;6;1746667286;3;3
0xfe;1;6;1746667296;3;3
0xfe;2;6;1746667306;3;3
0xfe;1;6;1746667316;3;3
0xfe;2;6;1746667326;3;3
0xfe;1;6;1746667336;3;3
0xfe;2;6;1746667346;3;3
