Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1746148656;3;3
0xfe;2;6;1746148666;3;3
0xfe;1;6;1746148676;3;3
0xfe;2;6;1746148686;3;3
0xfe;1;6;1746148696;3;3
0xfe;2;6;1746148706;3;3
0xfe;1;6;1746148716;3;3
0xfe;2;6;1746148726;3;3
0xfe;1;6;1746148736;3;3
0xfe;2;6;1746148746;3;3
0xfe;1;6;1746148756;3;3
0xfe;2;6;1746148766;3;3
0xfe;1;6;1746148776;3;3
0xfe;2;6;1746148786;3;3
0xfe;1;6;1746148796;3;3
0xfe;2;6;1746148806;3;3
0xfe;1;6;1746148816;3;3
0xfe;2;6;1746148826;3;3
0xfe;1;6;1746148836;3;3
0xfe;2;6;1746148846;3;3
0xfe;1;6;1746148856;3;3
0xfe;2;6;1746148866;3;3
0xfe;1;6;1746148876;3;3
0xfe;2;6;1746148886;3;3
0xfe;1;6;1746148896;3;3
0xfe;2;6;1746148906;3;3
0xfe;1;6;1746148916;3;3
0xfe;2;6;1746148926;3;3
0xfe;1;6;1746148936;3;3
0xfe;2;6;1746148946;3;3
