Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1745584656;3;3
0xfe;2;6;1745584666;3;3
0xfe;1;6;1745584676;3;3
0xfe;2;6;1745584686;3;3
0xfe;1;6;1745584696;3;3
0xfe;2;6;1745584706;3;3
0xfe;1;6;1745584716;3;3
0xfe;2;6;1745584726;3;3
0xfe;1;6;1745584736;3;3
0xfe;2;6;1745584746;3;3
0xfe;1;6;1745584756;3;3
0xfe;2;6;1745584766;3;3
0xfe;1;6;1745584776;3;3
0xfe;2;6;1745584786;3;3
0xfe;1;6;1745584796;3;3
0xfe;2;6;1745584806;3;3
0xfe;1;6;1745584816;3;3
0xfe;2;6;1745584826;3;3
0xfe;1;6;1745584836;3;3
0xfe;2;6;1745584846;3;3
0xfe;1;6;1745584856;3;3
0xfe;2;6;1745584866;3;3
0xfe;1;6;1745584876;3;3
0xfe;2;6;1745584886;3;3
0xfe;1;6;1745584896;3;3
0xfe;2;6;1745584906;3;3
0xfe;1;6;1745584916;3;3
0xfe;2;6;1745584926;3;3
0xfe;1;6;1745584936;3;3
0xfe;2;6;1745584946;3;3
