Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1750715256;3;3
0xfe;2;6;1750715266;3;3
0xfe;1;6;1750715276;3;3
0xfe;2;6;1750715286;3;3
0xfe;1;6;1750715296;3;3
0xfe;2;6;1750715306;3;3
0xfe;1;6;1750715316;3;3
0xfe;2;6;1750715326;3;3
0xfe;1;6;1750715336;3;3
0xfe;2;6;1750715346;3;3
0xfe;1;6;1750715356;3;3
0xfe;2;6;1750715366;3;3
0xfe;1;6;1750715376;3;3
0xfe;2;6;1750715386;3;3
0xfe;1;6;1750715396;3;3
0xfe;2;6;1750715406;3;3
0xfe;1;6;1750715416;3;3
0xfe;2;6;1750715426;3;3
0xfe;1;6;1750715436;3;3
0xfe;2;6;1750715446;3;3
0xfe;1;6;1750715456;3;3
0xfe;2;6;1750715466;3;3
0xfe;1;6;1750715476;3;3
0xfe;2;6;1750715486;3;3
0xfe;1;6;1750715496;3;3
0xfe;2;6;1750715506;3;3
0xfe;1;6;1750715516;3;3
0xfe;2;6;1750715526;3;3
0xfe;1;6;1750715536;3;3
0xfe;2;6;1750715546;3;3
