Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1747008156;3;3
0xfe;2;6;1747008166;3;3
0xfe;1;6;1747008176;3;3
0xfe;2;6;1747008186;3;3
0xfe;1;6;1747008196;3;3
0xfe;2;6;1747008206;3;3
0xfe;1;6;1747008216;3;3
0xfe;2;6;1747008226;3;3
0xfe;1;6;1747008236;3;3
0xfe;2;6;1747008246;3;3
0xfe;1;6;1747008256;3;3
0xfe;2;6;1747008266;3;3
0xfe;1;6;1747008276;3;3
0xfe;2;6;1747008286;3;3
0xfe;1;6;1747008296;3;3
0xfe;2;6;1747008306;3;3
0xfe;1;6;1747008316;3;3
0xfe;2;6;1747008326;3;3
0xfe;1;6;1747008336;3;3
0xfe;2;6;1747008346;3;3
0xfe;1;6;1747008356;3;3
0xfe;2;6;1747008366;3;3
0xfe;1;6;1747008376;3;3
0xfe;2;6;1747008386;3;3
0xfe;1;6;1747008396;3;3
0xfe;2;6;1747008406;3;3
0xfe;1;6;1747008416;3;3
0xfe;2;6;1747008426;3;3
0xfe;1;6;1747008436;3;3
0xfe;2;6;1747008446;3;3
