Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1751177256;3;3
0xfe;2;6;1751177266;3;3
0xfe;1;6;1751177276;3;3
0xfe;2;6;1751177286;3;3
0xfe;1;6;1751177296;3;3
0xfe;2;6;1751177306;3;3
0xfe;1;6;1751177316;3;3
0xfe;2;6;1751177326;3;3
0xfe;1;6;1751177336;3;3
0xfe;2;6;1751177346;3;3
0xfe;1;6;1751177356;3;3
0xfe;2;6;1751177366;3;3
0xfe;1;6;1751177376;3;3
0xfe;2;6;1751177386;3;3
0xfe;1;6;1751177396;3;3
0xfe;2;6;1751177406;3;3
0xfe;1;6;1751177416;3;3
0xfe;2;6;1751177426;3;3
0xfe;1;6;1751177436;3;3
0xfe;2;6;1751177446;3;3
0xfe;1;6;1751177456;3;3
0xfe;2;6;1751177466;3;3
0xfe;1;6;1751177476;3;3
0xfe;2;6;1751177486;3;3
0xfe;1;6;1751177496;3;3
0xfe;2;6;1751177506;3;3
0xfe;1;6;1751177516;3;3
0xfe;2;6;1751177526;3;3
0xfe;1;6;1751177536;3;3
0xfe;2;6;1751177546;3;3
