Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1751749356;3;3
0xfe;2;6;1751749366;3;3
0xfe;1;6;1751749376;3;3
0xfe;2;6;1751749386;3;3
0xfe;1;6;1751749396;3;3
0xfe;2;6;1751749406;3;3
0xfe;1;6;1751749416;3;3
0xfe;2;6;1751749426;3;3
0xfe;1;6;1751749436;3;3
0xfe;2;6;1751749446;3;3
0xfe;1;6;1751749456;3;3
0xfe;2;6;1751749466;3;3
0xfe;1;6;1751749476;3;3
0xfe;2;6;1751749486;3;3
0xfe;1;6;1751749496;3;3
0xfe;2;6;1751749506;3;3
0xfe;1;6;1751749516;3;3
0xfe;2;6;1751749526;3;3
0xfe;1;6;1751749536;3;3
0xfe;2;6;1751749546;3;3
0xfe;1;6;1751749556;3;3
0xfe;2;6;1751749566;3;3
0xfe;1;6;1751749576;3;3
0xfe;2;6;1751749586;3;3
0xfe;1;6;1751749596;3;3
0xfe;2;6;1751749606;3;3
0xfe;1;6;1751749616;3;3
0xfe;2;6;1751749626;3;3
0xfe;1;6;1751749636;3;3
0xfe;2;6;1751749646;3;3
