Header byte (0xfe);Saw Event Type (1 Insertion - 2 Extraction);RFID Station ID [1..9];Timestamp 8bytes;KH Type [1..3];KH Unique ID [1..5]
0xfe;1;6;1747699956;3;3
0xfe;2;6;1747699966;3;3
0xfe;1;6;1747699976;3;3
0xfe;2;6;1747699986;3;3
0xfe;1;6;1747699996;3;3
0xfe;2;6;1747700006;3;3
0xfe;1;6;1747700016;3;3
0xfe;2;6;1747700026;3;3
0xfe;1;6;1747700036;3;3
0xfe;2;6;1747700046;3;3
0xfe;1;6;1747700056;3;3
0xfe;2;6;1747700066;3;3
0xfe;1;6;1747700076;3;3
0xfe;2;6;1747700086;3;3
0xfe;1;6;1747700096;3;3
0xfe;2;6;1747700106;3;3
0xfe;1;6;1747700116;3;3
0xfe;2;6;1747700126;3;3
0xfe;1;6;1747700136;3;3
0xfe;2;6;1747700146;3;3
0xfe;1;6;1747700156;3;3
0xfe;2;6;1747700166;3;3
0xfe;1;6;1747700176;3;3
0xfe;2;6;1747700186;3;3
0xfe;1;6;1747700196;3;3
0xfe;2;6;1747700206;3;3
0xfe;1;6;1747700216;3;3
0xfe;2;6;1747700226;3;3
0xfe;1;6;1747700236;3;3
0xfe;2;6;1747700246;3;3
